,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
272,"RT @EFSireland: Super farm &amp; herd of cows on show  @ifac_ireland, @teagasc &amp; @AurivoFarmProf Open day on the farm of Henry &amp; Enda Walsh, Or…", super farm  amp  herd of cows on show    ireland     amp    open day on the farm of henry  amp  enda walsh  or ,0.16666666666666666,0.5833333333333333,positive,0.0,0.837,0.163,0.5994
273,"Turn key on-going dairy! This farm features a new house, 156.78 kg transferable quota, 200 stall freestall barn, bu… https://t.co/ubgxeC1v3v",turn key on going dairy  this farm features a new house  156 78 kg transferable quota  200 stall freestall barn  bu   ,0.06818181818181818,0.7272727272727273,negative,0.087,0.913,0.0,-0.2023
274,@RobBryher Congrats Rob. Shame you look like you’re trapped in an intensive dairy disco farm for the photo though!,  congrats rob  shame you look like you re trapped in an intensive dairy disco farm for the photo though ,-0.2,0.0,negative,0.337,0.467,0.197,-0.6369
275,@omotforest @schimmbo I used to live between a dairy and pig farm as a nipper,    i used to live between a dairy and pig farm as a nipper,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
276,"RT @AfricanGrowers: This cow produces 40 - 45litres per day. Start your farm with a good story lines.

Tag a friend. #dairy #milk #cashcow…", this cow produces 40   45litres per day  start your farm with a good story lines   tag a friend   dairy  milk  cashcow ,0.2833333333333333,0.38333333333333336,positive,0.0,0.736,0.264,0.7269
277,RT @Quicktake: This couple — frequent visitors to Jamaica over decades — came up with an unconventional retirement project that would keep…, this couple   frequent visitors to jamaica over decades   came up with an unconventional retirement project that would keep ,0.1,0.3,neutral,0.0,1.0,0.0,0.0
278,RT @Ximena_Bustillo: Just now: @RepCarbajal and @RepNewhouse spoke on the Capitol lawn about the need to pass the Farm Work Force Moderniza…, just now    and   spoke on the capitol lawn about the need to pass the farm work force moderniza ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
279,A venture aiming to turn dairy and cattle farm manure into natural gas for vehicle use is one step closer to financ… https://t.co/Gu4dNbjuGG,a venture aiming to turn dairy and cattle farm manure into natural gas for vehicle use is one step closer to financ   ,0.1,0.4,positive,0.0,0.889,0.111,0.3612
280,WOW! | A venture aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step closer… https://t.co/uFW9HErw7U,wow    a venture aimed at turning dairy and cattle farm manure into natural gas for vehicle use is one step closer   ,0.1,0.7,positive,0.0,0.741,0.259,0.743
281,"RT @AfricanGrowers: This cow produces 40 - 45litres per day. Start your farm with a good story lines.

Tag a friend. #dairy #milk #cashcow…", this cow produces 40   45litres per day  start your farm with a good story lines   tag a friend   dairy  milk  cashcow ,0.2833333333333333,0.38333333333333336,positive,0.0,0.736,0.264,0.7269
282,"RT @AfricanGrowers: This cow produces 40 - 45litres per day. Start your farm with a good story lines.

Tag a friend. #dairy #milk #cashcow…", this cow produces 40   45litres per day  start your farm with a good story lines   tag a friend   dairy  milk  cashcow ,0.2833333333333333,0.38333333333333336,positive,0.0,0.736,0.264,0.7269
283,Aren’t these creatures just gorgeous? They’re from a dairy farm in Honley. Hoping they have a long life 🥰🐄❤️🐄❤️🐄🥰 https://t.co/tqqrrXNH8P,aren t these creatures just gorgeous  they re from a dairy farm in honley  hoping they have a long life            ,0.32499999999999996,0.65,positive,0.0,0.688,0.312,0.7783
284,Dairy Farm owners outfit 😆 https://t.co/MjRxaZqTj5,dairy farm owners outfit    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
285,"John and Veronica Cullinane are dairy farming with their 3 children in Ballineen, Co Cork milking 140 cows on a mil… https://t.co/p3C4GnBC2l",john and veronica cullinane are dairy farming with their 3 children in ballineen  co cork milking 140 cows on a mil   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
286,"Breakfast yesterday: scrambled (organic, farm-raised) eggs, dairy-free unsweetened yogurt with fresh (farmers marke… https://t.co/hGHQNcH0jO",breakfast yesterday  scrambled  organic  farm raised  eggs  dairy free unsweetened yogurt with fresh  farmers marke   ,0.35,0.65,positive,0.0,0.699,0.301,0.6808
287,Southwest/Southland Dairy Farmers visited our Farm-to-Table students! Suzie Reece brought the Mobile Dairy Classroo… https://t.co/lspaUjJ2e8,southwest southland dairy farmers visited our farm to table students  suzie reece brought the mobile dairy classroo   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
288,@detect25 @PhilipMPowell @jannarden That's meat cattle - not dairy cattle. Someone who grew up on a farm would know… https://t.co/BC7srPePaX,      that s meat cattle   not dairy cattle  someone who grew up on a farm would know   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
289,"2019 me: I should switch to whole milk because reduced fat is just a fad

2022 me: I need to find a local dairy far… https://t.co/RxljC3w16o",2019 me  i should switch to whole milk because reduced fat is just a fad  2022 me  i need to find a local dairy far   ,0.10000000000000002,0.4666666666666666,positive,0.0,0.913,0.087,0.2263
290,I grew up on a dairy farm and I remember these lessons! https://t.co/uRBplzjfVW,i grew up on a dairy farm and i remember these lessons   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
291,RT @hobden_hobde: Will you join me and sign this petition? An investigation by @animal_equality has revealed extreme violence and neglect o…, will you join me and sign this petition  an investigation by   equality has revealed extreme violence and neglect o ,-0.125,1.0,negative,0.292,0.617,0.091,-0.7096
292,"Planning to go to a local, farm-to-table dinner this weekend? @CAFScenter Director Laurie Beyranevand explains why… https://t.co/owfU9k3g2t",planning to go to a local  farm to table dinner this weekend    director laurie beyranevand explains why   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
293,"RT @AfricanGrowers: This cow produces 40 - 45litres per day. Start your farm with a good story lines.

Tag a friend. #dairy #milk #cashcow…", this cow produces 40   45litres per day  start your farm with a good story lines   tag a friend   dairy  milk  cashcow ,0.2833333333333333,0.38333333333333336,positive,0.0,0.736,0.264,0.7269
294,i thought i was going to have a plain day but now i may go test drive trucks and go to a tour a dairy farm what the hell,i thought i was going to have a plain day but now i may go test drive trucks and go to a tour a dairy farm what the hell,-0.21428571428571427,0.35714285714285715,negative,0.225,0.775,0.0,-0.8126
295,"RT @AfricanGrowers: This cow produces 40 - 45litres per day. Start your farm with a good story lines.

Tag a friend. #dairy #milk #cashcow…", this cow produces 40   45litres per day  start your farm with a good story lines   tag a friend   dairy  milk  cashcow ,0.2833333333333333,0.38333333333333336,positive,0.0,0.736,0.264,0.7269
296,"Love my evening walks seeing what’s out and new on the farm, Red Campion, Bluebells, Dead Nettle, Cuckoo Flowers, G… https://t.co/RXReSp2m5z",love my evening walks seeing what s out and new on the farm  red campion  bluebells  dead nettle  cuckoo flowers  g   ,0.10909090909090909,0.36363636363636365,negative,0.169,0.667,0.165,-0.0258
297,"RT @Reuters: A herd of cows frolicked in the green fields of a dairy farm in southern Sweden following a long, dark winter cooped up inside…", a herd of cows frolicked in the green fields of a dairy farm in southern sweden following a long  dark winter cooped up inside ,-0.08,0.24000000000000005,neutral,0.0,1.0,0.0,0.0
298,Some of you never grew up getting picked up by your dad from school and going straight to the dairy/farm and playin… https://t.co/r2yB4WxpHa,some of you never grew up getting picked up by your dad from school and going straight to the dairy farm and playin   ,0.2,0.4,positive,0.0,0.921,0.079,0.2263
299,"RT @AHDB_Scot: Join @SaraPedersen3 and Colin Mason from @SRUC on Thursday to hear their session on how to tackle lameness in dairy herds, m…", join   and colin mason from   on thursday to hear their session on how to tackle lameness in dairy herds  m ,0.0,0.0,positive,0.086,0.81,0.105,0.1027
300,"I remember when I was a kid on a dairy farm. My sibs and I were always making weapons to play with. Wooden sword, b… https://t.co/NCu4gRcwNi",i remember when i was a kid on a dairy farm  my sibs and i were always making weapons to play with  wooden sword  b   ,0.0,0.0,negative,0.13,0.762,0.108,-0.128
301,RT @Doreen_andersx: All set for the Scottish Dairy Roadshow @Sruc ⁦@hugh1mcclymont⁩ Crichton Farm - super day in store for everyone attendi…, all set for the scottish dairy roadshow       crichton farm   super day in store for everyone attendi ,0.3333333333333333,0.6666666666666666,positive,0.0,0.794,0.206,0.5994
302,@LawrenceLepard I used to work at a dairy farm. I can see hundreds of dairy farmers going out of business because o… https://t.co/GfFT9JXG6O,  i used to work at a dairy farm  i can see hundreds of dairy farmers going out of business because o   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
303,"सफल पशुपालक आयुर्वेदिक दवा , अंग्रेजी दवा से लाख बेहतर / Top Dairy Farm ... https://t.co/kFksdbVVty via @YouTube",                                                         top dairy farm       via  ,0.5,0.5,positive,0.0,0.625,0.375,0.2023
304,"RT @_Aloominati_: 4. Regardless of size or budget or location of the farm, cows will always be commodities in dairy &amp; will be treated as pr…", 4  regardless of size or budget or location of the farm  cows will always be commodities in dairy  amp  will be treated as pr ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
305,"Just Listed! Located in Pataskala on US-310, this 7-acre dairy farm has been zoned for General Business providing a… https://t.co/wfmiqoH22Q",just listed  located in pataskala on us 310  this 7 acre dairy farm has been zoned for general business providing a   ,0.05000000000000002,0.5,neutral,0.0,1.0,0.0,0.0
306,"RT @CubaReport: The #USACC #Agriculture Business Conference to Cuba was a win for #US Agriculture: By @PaulUSACC
Participants included the…", the  usacc  agriculture business conference to cuba was a win for  us agriculture  by   participants included the ,0.8,0.4,positive,0.0,0.798,0.202,0.5859
307,@IreneHLin @BenLilliston @HouseAgDems We lost so many farmers since that day. Now there is very open talk in farm c… https://t.co/vLeXwSx0mc,      we lost so many farmers since that day  now there is very open talk in farm c   ,0.25,0.575,negative,0.133,0.867,0.0,-0.3182
308,"RT @nowthisnews: Jo-Anne McArthur documented conditions at this dairy farm in Vermont, noting that cows were chained up ‘from November unti…", jo anne mcarthur documented conditions at this dairy farm in vermont  noting that cows were chained up  from november unti ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
309,@detect25 @PhilipMPowell @jannarden That's actually not true. I grew up on a hog + broiler farm + worked a dairy to… https://t.co/zvWNMJQLew,      that s actually not true  i grew up on a hog   broiler farm   worked a dairy to   ,-0.175,0.65,negative,0.163,0.837,0.0,-0.3252
310,"Earthquake impact, dairy farm in Kruja reconstructed- https://t.co/PTdQSmygxF https://t.co/u54juBQZov",earthquake impact  dairy farm in kruja reconstructed     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
311,Can you help a French student with experience on dairy farms with a months placement on a dairy farm in Scotland? F… https://t.co/jWm0yrR9Ix,can you help a french student with experience on dairy farms with a months placement on a dairy farm in scotland  f   ,0.0,0.0,positive,0.0,0.863,0.137,0.4019
312,"@MVTRacing @littlecaesars The abuse is in every country, on every farm. The demand for dairy contributes to this in… https://t.co/HWYIETrpp1",    the abuse is in every country  on every farm  the demand for dairy contributes to this in   ,0.0,0.0,negative,0.275,0.725,0.0,-0.6908
313,"RT @NYFarmer: This farm women launched a flower farm. She also sells online, checking this out. https://t.co/4Nyhf5vSrj", this farm women launched a flower farm  she also sells online  checking this out   ,0.0,0.0,positive,0.0,0.889,0.111,0.128
314,???? i grew up on a beef farm. down the road from a pig farm and a dairy farm. https://t.co/F9Dg80leab,     i grew up on a beef farm  down the road from a pig farm and a dairy farm   ,-0.15555555555555559,0.2888888888888889,neutral,0.0,1.0,0.0,0.0
315,Large dairy farm sues state over wastewater permit changes https://t.co/bZqW75Q3CD,large dairy farm sues state over wastewater permit changes  ,0.21428571428571427,0.42857142857142855,neutral,0.0,1.0,0.0,0.0
316,"RT @AfricanGrowers: This cow produces 40 - 45litres per day. Start your farm with a good story lines.

Tag a friend. #dairy #milk #cashcow…", this cow produces 40   45litres per day  start your farm with a good story lines   tag a friend   dairy  milk  cashcow ,0.2833333333333333,0.38333333333333336,positive,0.0,0.736,0.264,0.7269
317,RT @garylfrancione: People are more likely to embrace veganism if they agree that there’s something serious and important at stake. And as…, people are more likely to embrace veganism if they agree that there s something serious and important at stake  and as ,0.14166666666666666,0.7916666666666666,positive,0.054,0.662,0.284,0.6771
