,text,coord,place,hashtags,formatted_text,sentiment,neg,neu,pos,compound
3700,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3701,RT @LizWebsterLD: It’s obvious this govt intend to use the #foodcrisis to destroy our sustainable British farming industry to allow USA to…,,,['foodcrisis'], It s obvious this govt intend to use the  foodcrisis to destroy our sustainable British farming industry to allow USA to ,negative,0.15,0.769,0.081,-0.3818
3702,RT @LizWebsterLD: It’s obvious this govt intend to use the #foodcrisis to destroy our sustainable British farming industry to allow USA to…,,,['foodcrisis'], It s obvious this govt intend to use the  foodcrisis to destroy our sustainable British farming industry to allow USA to ,negative,0.15,0.769,0.081,-0.3818
3703,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3704,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3705,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3706,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3707,RT @LizWebsterLD: It’s obvious this govt intend to use the #foodcrisis to destroy our sustainable British farming industry to allow USA to…,,,['foodcrisis'], It s obvious this govt intend to use the  foodcrisis to destroy our sustainable British farming industry to allow USA to ,negative,0.15,0.769,0.081,-0.3818
3708,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3709,"RT @tesssummers98: Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets
This follows many fires of meat proces…",,,nan, Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets This follows many fires of meat proces ,negative,0.108,0.892,0.0,-0.3182
3710,RT @rteliveline: Mary tells @joeliveline that she would like to buy the Platinum Jubilee Dairy Milk to celebrate the Queen's  Jubilee in sh…,,,nan, Mary tells   that she would like to buy the Platinum Jubilee Dairy Milk to celebrate the Queen s  Jubilee in sh ,positive,0.0,0.744,0.256,0.7351
3711,RT @rteliveline: Mary tells @joeliveline that she would like to buy the Platinum Jubilee Dairy Milk to celebrate the Queen's  Jubilee in sh…,,,nan, Mary tells   that she would like to buy the Platinum Jubilee Dairy Milk to celebrate the Queen s  Jubilee in sh ,positive,0.0,0.744,0.256,0.7351
3712,RT @rteliveline: Mary tells @joeliveline that she would like to buy the Platinum Jubilee Dairy Milk to celebrate the Queen's  Jubilee in sh…,,,nan, Mary tells   that she would like to buy the Platinum Jubilee Dairy Milk to celebrate the Queen s  Jubilee in sh ,positive,0.0,0.744,0.256,0.7351
3713,"Kerry Dairy Ireland hikes prices by 18.7%, reflecting global inflation in milk and raw material costs… https://t.co/Jw06lefRkd",,,nan,Kerry Dairy Ireland hikes prices by 18 7   reflecting global inflation in milk and raw material costs   ,neutral,0.0,1.0,0.0,0.0
3714,@jamesbourke13 @Micon1012 @WilliamConlon @1noeloconnor The crossbred research was done in the 2000's after the EU d… https://t.co/d9eYEoM9qQ,,,nan,        The crossbred research was done in the 2000 s after the EU d   ,neutral,0.0,1.0,0.0,0.0
3715,RT @lelaurajane: @ethicalfarmIE @McConalogue The Green Party should care about these animals too. @EamonRyan look at the animal suffering c…,,,nan,     The Green Party should care about these animals too    look at the animal suffering c ,positive,0.155,0.55,0.295,0.4215
3716,@lakeland_FI An impressive service. #Dairy #Milk #Ireland,,,"['Dairy', 'Milk', 'Ireland']",  FI An impressive service   Dairy  Milk  Ireland,positive,0.0,0.645,0.355,0.5106
3717,"RT @CadburyIreland: Become a Supporter &amp; a Half of women’s football with Cadbury &amp; @SPARIreland ⚽️

Buy a Cadbury Dairy Milk in participati…",,,nan, Become a Supporter  amp  a Half of women s football with Cadbury  amp        Buy a Cadbury Dairy Milk in participati ,positive,0.0,0.877,0.123,0.2732
3718,"RT @CadburyIreland: Become a Supporter &amp; a Half of women’s football with Cadbury &amp; @SPARIreland ⚽️

Buy a Cadbury Dairy Milk in participati…",,,nan, Become a Supporter  amp  a Half of women s football with Cadbury  amp        Buy a Cadbury Dairy Milk in participati ,positive,0.0,0.877,0.123,0.2732
3719,"Dairy producers Kevin and Steff Jones have benefitted from taking more frequent, higher-quality cuts of grass. They… https://t.co/YORmf9hS1q",,,nan,Dairy producers Kevin and Steff Jones have benefitted from taking more frequent  higher quality cuts of grass  They   ,positive,0.105,0.766,0.129,0.128
3720,"@lordcarsonwest @Country92134036 @cjhumanrights NI milk would be more expensive and would not be bought, read what… https://t.co/4WNRHQtPaf",,,nan,      NI milk would be more expensive and would not be bought  read what   ,neutral,0.0,1.0,0.0,0.0
3721,"Dairy cow numbers have increased since the milk quota was abolished by 
*checks notes*
The EU

Wtf did the EU think… https://t.co/qEFqCiF7D5",,,nan,Dairy cow numbers have increased since the milk quota was abolished by   checks notes  The EU  **** did the EU think   ,negative,0.153,0.763,0.084,-0.4019
3722,@BillNew11845761 @JamieBrysonCPNI Also over one third of milk production in Northern Ireland is processed in the So… https://t.co/JK67RMyuiR,,,nan,    Also over one third of milk production in Northern Ireland is processed in the So   ,neutral,0.0,1.0,0.0,0.0
3723,@Sp4c3m4nSpliff @jenny2x4 I mastered drinking black coffee while in Ireland years ago on a month long trip with a c… https://t.co/vzE8RWGdMI,,,nan,    I mastered drinking black coffee while in Ireland years ago on a month long trip with a c   ,neutral,0.0,1.0,0.0,0.0
3724,"RT @MomsMeet: Everything's better with butter, right? Especially @TGF_Dairy Natural Creamy Butter! Their cows spend most of the year outsid…",,,nan, Everything s better with butter  right  Especially   Dairy Natural Creamy Butter  Their cows spend most of the year outsid ,positive,0.0,0.738,0.262,0.6887
3725,"RT @lostsupper: ""Bog butter,"" wrapped in bark or animal bladders, was deliberately buried in peat bogs in #Ireland #Scotland. (Taste: ""not…",,,"['Ireland', 'Scotland']",  Bog butter   wrapped in bark or animal bladders  was deliberately buried in peat bogs in  Ireland  Scotland   Taste   not ,neutral,0.0,1.0,0.0,0.0
3726,"Dairy producers Kevin and Steff Jones have benefitted from taking more frequent, higher quality cuts of grass. 

Th… https://t.co/EfL9WFFFcO",,,nan,Dairy producers Kevin and Steff Jones have benefitted from taking more frequent  higher quality cuts of grass    Th   ,positive,0.105,0.766,0.129,0.128
3727,"""Bog butter,"" wrapped in bark or animal bladders, was deliberately buried in peat bogs in #Ireland #Scotland. (Tast… https://t.co/nCB85oW2Eb",,,"['Ireland', 'Scotland']", Bog butter   wrapped in bark or animal bladders  was deliberately buried in peat bogs in  Ireland  Scotland   Tast   ,neutral,0.0,1.0,0.0,0.0
3728,"""Bog butter,"" wrapped in bark or animal bladders, was deliberately buried in peat bogs in #Ireland #Scotland. (A ""n… https://t.co/vvenaHhOpJ",,,"['Ireland', 'Scotland']", Bog butter   wrapped in bark or animal bladders  was deliberately buried in peat bogs in  Ireland  Scotland   A  n   ,neutral,0.0,1.0,0.0,0.0
3729,"Everything's better with butter, right? Especially @TGF_Dairy Natural Creamy Butter! Their cows spend most of the y… https://t.co/Hr1GdfvVy8",,,nan,Everything s better with butter  right  Especially   Dairy Natural Creamy Butter  Their cows spend most of the y   ,positive,0.0,0.711,0.289,0.6887
3730,RT @UFUHQ: The UFU has welcomed the recent increase in base milk prices but urges dairy processors to keep supporting Northern Ireland (NI)…,,,nan, The UFU has welcomed the recent increase in base milk prices but urges dairy processors to keep supporting Northern Ireland  NI  ,positive,0.0,0.714,0.286,0.7351
3731,RT @UFUHQ: The UFU has welcomed the recent increase in base milk prices but urges dairy processors to keep supporting Northern Ireland (NI)…,,,nan, The UFU has welcomed the recent increase in base milk prices but urges dairy processors to keep supporting Northern Ireland  NI  ,positive,0.0,0.714,0.286,0.7351
3732,The UFU has welcomed the recent increase in base milk prices but urges dairy processors to keep supporting Northern… https://t.co/qLqSYJNhpC,,,nan,The UFU has welcomed the recent increase in base milk prices but urges dairy processors to keep supporting Northern   ,positive,0.0,0.69,0.31,0.7351
3733,"Irish Cadbury Dairy Milk Chocolate 8 Pack – Dairy Milk, Tiffin, Turkish Delight, Mint Crisp ,Golden Crisp, Fruit &amp;… https://t.co/qK3Wl8zqQQ",,,nan,Irish Cadbury Dairy Milk Chocolate 8 Pack   Dairy Milk  Tiffin  Turkish Delight  Mint Crisp  Golden Crisp  Fruit  amp    ,positive,0.0,0.804,0.196,0.5994
3734,RT @SPARIreland: Buy a Cadbury Dairy Milk in participating SPAR stores &amp; @CadburyIreland will donate to grassroots women’s football clubs i…,,,nan, Buy a Cadbury Dairy Milk in participating SPAR stores  amp    will donate to grassroots women s football clubs i ,neutral,0.0,1.0,0.0,0.0
3735,"RT @CadburyIreland: Become a Supporter &amp; a Half of women’s football with Cadbury &amp; @SPARIreland ⚽️

Buy a Cadbury Dairy Milk in participati…",,,nan, Become a Supporter  amp  a Half of women s football with Cadbury  amp        Buy a Cadbury Dairy Milk in participati ,positive,0.0,0.877,0.123,0.2732
3736,RT @SPARIreland: Buy a Cadbury Dairy Milk in participating SPAR stores &amp; @CadburyIreland will donate to grassroots women’s football clubs i…,,,nan, Buy a Cadbury Dairy Milk in participating SPAR stores  amp    will donate to grassroots women s football clubs i ,neutral,0.0,1.0,0.0,0.0
3737,Buy a Cadbury Dairy Milk in participating SPAR stores &amp; @CadburyIreland will donate to grassroots women’s football… https://t.co/ps3beYUPc6,,,nan,Buy a Cadbury Dairy Milk in participating SPAR stores  amp    will donate to grassroots women s football   ,neutral,0.0,1.0,0.0,0.0
3738,"Become a Supporter &amp; a Half of women’s football with Cadbury &amp; @SPARIreland ⚽️

Buy a Cadbury Dairy Milk in partici… https://t.co/ThSIk4CryC",,,nan,Become a Supporter  amp  a Half of women s football with Cadbury  amp        Buy a Cadbury Dairy Milk in partici   ,positive,0.0,0.877,0.123,0.2732
3739,"Lakeland Dairies have a year-round continuous supply of pure, fresh milk from Ireland. Our premium dairy ingredient… https://t.co/Vmsl17jkls",,,nan,Lakeland Dairies have a year round continuous supply of pure  fresh milk from Ireland  Our premium dairy ingredient   ,positive,0.0,0.874,0.126,0.3182
3740,@ethicalfarmIE @kmcsween I wish we had dairy with calf at udder milk in Ireland! So far it seems only in other enli… https://t.co/GU0HzD9T9g,,,nan,    I wish we had dairy with calf at udder milk in Ireland  So far it seems only in other enli   ,positive,0.0,0.87,0.13,0.4019
3741,"@MumbrianSpinner @CurrantTeacake @HalfFatMatt I thought the chocolate really let this down. 
Better to make your ow… https://t.co/GQ78AlS7DT",,,nan,      I thought the chocolate really let this down   Better to make your ow   ,positive,0.0,0.791,0.209,0.4404
3742,RT @LorcanAllen: This is significant. Irish dairy co-op Lakeland Dairies is introducing the first ever A&amp;B milk pricing system in Ireland.…,,,nan, This is significant  Irish dairy co op Lakeland Dairies is introducing the first ever A amp B milk pricing system in Ireland  ,positive,0.0,0.913,0.087,0.2023
3743,This is significant. Irish dairy co-op Lakeland Dairies is introducing the first ever A&amp;B milk pricing system in Ir… https://t.co/Q5TdPgvk8R,,,nan,This is significant  Irish dairy co op Lakeland Dairies is introducing the first ever A amp B milk pricing system in Ir   ,positive,0.0,0.913,0.087,0.2023
